Z,N1,M1,N3,M3,N5,M5
16762.5,-1.92E-08,3.30E-07,6.12E-08,1.57E-07,8.89E-07,1.57E-07
16770,8.40E-07,3.30E-07,1.48E-07,1.57E-07,1.38E-06,1.57E-07
16777.5,8.41E-07,3.29E-07,2.35E-07,1.57E-07,4.03E-07,1.57E-07
16785,4.11E-07,3.29E-07,1.48E-07,1.57E-07,4.03E-07,1.57E-07
16792.5,-1.93E-08,3.28E-07,-2.55E-08,1.56E-07,-8.51E-08,1.56E-07
16800,4.12E-07,3.28E-07,2.35E-07,1.56E-07,-8.52E-08,1.56E-07
16807.5,-1.93E-08,3.28E-07,1.49E-07,1.56E-07,-8.52E-08,1.56E-07
16815,4.13E-07,3.27E-07,6.16E-08,1.56E-07,-8.53E-08,1.56E-07
16822.5,4.13E-07,3.27E-07,1.49E-07,1.56E-07,-8.54E-08,1.56E-07
16830,4.13E-07,3.26E-07,-2.56E-08,1.56E-07,4.05E-07,1.56E-07
16837.5,8.47E-07,3.26E-07,6.17E-08,1.55E-07,-8.55E-08,1.55E-07
16845,4.14E-07,3.25E-07,6.18E-08,1.55E-07,-8.56E-08,1.55E-07
16852.5,-1.94E-08,3.25E-07,1.49E-07,1.55E-07,4.06E-07,1.55E-07
16860,4.15E-07,3.24E-07,1.50E-07,1.55E-07,8.99E-07,1.55E-07
16867.5,1.28E-06,3.24E-07,-2.57E-08,1.55E-07,1.89E-06,1.55E-07
16875,-1.95E-08,3.24E-07,6.20E-08,1.54E-07,-8.59E-08,1.54E-07
16882.5,-1.95E-08,3.23E-07,6.21E-08,1.54E-07,-8.60E-08,1.54E-07
16890,-1.95E-08,3.23E-07,1.50E-07,1.54E-07,-8.61E-08,1.54E-07
16897.5,-1.95E-08,3.22E-07,3.26E-07,1.54E-07,9.03E-07,1.54E-07
16905,-1.95E-08,3.22E-07,-2.59E-08,1.54E-07,-8.62E-08,1.54E-07
16912.5,-1.96E-08,3.21E-07,6.23E-08,1.53E-07,-8.63E-08,1.53E-07
16920,4.18E-07,3.21E-07,1.51E-07,1.53E-07,-8.64E-08,1.53E-07
16927.5,-1.96E-08,3.21E-07,6.24E-08,1.53E-07,-8.65E-08,1.53E-07
16935,-1.96E-08,3.20E-07,-2.59E-08,1.53E-07,-8.65E-08,1.53E-07
16942.5,4.19E-07,3.20E-07,-2.60E-08,1.53E-07,4.11E-07,1.53E-07
16950,-1.97E-08,3.19E-07,6.26E-08,1.52E-07,-8.67E-08,1.52E-07
16957.5,-1.97E-08,3.19E-07,1.51E-07,1.52E-07,4.11E-07,1.52E-07
16965,-1.97E-08,3.18E-07,6.27E-08,1.52E-07,4.12E-07,1.52E-07
16972.5,-1.97E-08,3.18E-07,6.27E-08,1.52E-07,4.12E-07,1.52E-07
16980,-1.97E-08,3.18E-07,1.52E-07,1.52E-07,4.13E-07,1.52E-07
16987.5,8.62E-07,3.17E-07,-2.61E-08,1.52E-07,-8.71E-08,1.52E-07
16995,4.21E-07,3.17E-07,1.52E-07,1.51E-07,-8.71E-08,1.51E-07
17002.5,4.22E-07,3.16E-07,6.29E-08,1.51E-07,1.42E-06,1.51E-07
17010,4.22E-07,3.16E-07,2.41E-07,1.51E-07,9.15E-07,1.51E-07
17017.5,8.65E-07,3.15E-07,1.52E-07,1.51E-07,-8.74E-08,1.51E-07
17025,1.31E-06,3.15E-07,-2.62E-08,1.51E-07,9.17E-07,1.51E-07
17032.5,-1.98E-08,3.15E-07,2.42E-07,1.50E-07,9.18E-07,1.50E-07
17040,-1.99E-08,3.14E-07,1.53E-07,1.50E-07,-8.76E-08,1.50E-07
17047.5,-1.99E-08,3.14E-07,6.33E-08,1.50E-07,-8.77E-08,1.50E-07
17055,-1.99E-08,3.13E-07,2.43E-07,1.50E-07,-8.78E-08,1.50E-07
17062.5,4.25E-07,3.13E-07,6.34E-08,1.50E-07,4.17E-07,1.50E-07
17070,-1.99E-08,3.12E-07,6.34E-08,1.49E-07,-8.79E-08,1.49E-07
17077.5,-1.99E-08,3.12E-07,2.43E-07,1.49E-07,-8.80E-08,1.49E-07
17085,-2.00E-08,3.12E-07,-2.64E-08,1.49E-07,-8.81E-08,1.49E-07
17092.5,4.26E-07,3.11E-07,1.54E-07,1.49E-07,-8.81E-08,1.49E-07
17100,-2.00E-08,3.11E-07,-2.65E-08,1.49E-07,4.18E-07,1.49E-07
17107.5,-2.00E-08,3.10E-07,6.37E-08,1.49E-07,-8.83E-08,1.49E-07
17115,-2.00E-08,3.10E-07,6.38E-08,1.48E-07,-8.84E-08,1.48E-07
17122.5,-2.01E-08,3.10E-07,-2.65E-08,1.48E-07,-8.85E-08,1.48E-07
17130,4.28E-07,3.09E-07,2.45E-07,1.48E-07,4.20E-07,1.48E-07
17137.5,-2.01E-08,3.09E-07,6.39E-08,1.48E-07,-8.86E-08,1.48E-07
17145,-2.01E-08,3.08E-07,2.45E-07,1.48E-07,-8.87E-08,1.48E-07
17152.5,4.29E-07,3.08E-07,2.45E-07,1.47E-07,-8.88E-08,1.47E-07
17160,-2.01E-08,3.08E-07,4.27E-07,1.47E-07,-8.88E-08,1.47E-07
17167.5,-2.02E-08,3.07E-07,1.55E-07,1.47E-07,4.22E-07,1.47E-07
17175,-2.02E-08,3.07E-07,3.37E-07,1.47E-07,-8.90E-08,1.47E-07
17182.5,-2.02E-08,3.06E-07,3.37E-07,1.47E-07,-8.91E-08,1.47E-07
17190,4.31E-07,3.06E-07,-2.67E-08,1.47E-07,4.23E-07,1.47E-07
17197.5,-2.02E-08,3.05E-07,1.56E-07,1.46E-07,-8.92E-08,1.46E-07
17205,4.32E-07,3.05E-07,6.45E-08,1.46E-07,4.24E-07,1.46E-07
17212.5,-2.03E-08,3.05E-07,1.56E-07,1.46E-07,-8.94E-08,1.46E-07
17220,-2.03E-08,3.04E-07,6.46E-08,1.46E-07,-8.95E-08,1.46E-07
17227.5,-2.03E-08,3.04E-07,2.48E-07,1.46E-07,-8.95E-08,1.46E-07
17235,8.87E-07,3.03E-07,1.56E-07,1.45E-07,4.25E-07,1.45E-07
17242.5,-2.03E-08,3.03E-07,1.56E-07,1.45E-07,4.25E-07,1.45E-07
17250,-2.04E-08,3.03E-07,2.48E-07,1.45E-07,-8.98E-08,1.45E-07
17257.5,-2.04E-08,3.02E-07,1.57E-07,1.45E-07,4.26E-07,1.45E-07
17265,-2.04E-08,3.02E-07,6.49E-08,1.45E-07,-8.99E-08,1.45E-07
17272.5,-2.04E-08,3.01E-07,6.50E-08,1.45E-07,4.27E-07,1.45E-07
17280,4.36E-07,3.01E-07,1.57E-07,1.44E-07,-9.01E-08,1.44E-07
17287.5,-2.04E-08,3.01E-07,-2.70E-08,1.44E-07,-9.02E-08,1.44E-07
17295,-2.05E-08,3.00E-07,2.50E-07,1.44E-07,-9.02E-08,1.44E-07
17302.5,-2.05E-08,3.00E-07,6.52E-08,1.44E-07,-9.03E-08,1.44E-07
17310,4.37E-07,2.99E-07,6.52E-08,1.44E-07,-9.04E-08,1.44E-07
17317.5,4.38E-07,2.99E-07,1.58E-07,1.43E-07,4.29E-07,1.43E-07
17325,1.36E-06,2.99E-07,2.50E-07,1.43E-07,9.50E-07,1.43E-07
17332.5,-2.05E-08,2.98E-07,1.58E-07,1.43E-07,-9.06E-08,1.43E-07
17340,4.39E-07,2.98E-07,-2.72E-08,1.43E-07,-9.07E-08,1.43E-07
17347.5,8.99E-07,2.97E-07,2.51E-07,1.43E-07,-9.08E-08,1.43E-07
17355,-2.06E-08,2.97E-07,2.51E-07,1.43E-07,-9.09E-08,1.43E-07
17362.5,-2.06E-08,2.97E-07,1.59E-07,1.42E-07,-9.10E-08,1.42E-07
17370,-2.06E-08,2.96E-07,2.52E-07,1.42E-07,-9.10E-08,1.42E-07
17377.5,-2.07E-08,2.96E-07,1.59E-07,1.42E-07,-9.11E-08,1.42E-07
17385,-2.07E-08,2.95E-07,1.59E-07,1.42E-07,-9.12E-08,1.42E-07
17392.5,-2.07E-08,2.95E-07,6.59E-08,1.42E-07,-9.13E-08,1.42E-07
17400,4.42E-07,2.95E-07,5.32E-07,1.42E-07,-9.13E-08,1.42E-07
17407.5,-2.07E-08,2.94E-07,1.59E-07,1.41E-07,1.48E-06,1.41E-07
17415,-2.07E-08,2.94E-07,-2.74E-08,1.41E-07,-9.15E-08,1.41E-07
17422.5,-2.08E-08,2.93E-07,1.60E-07,1.41E-07,-9.16E-08,1.41E-07
17430,4.43E-07,2.93E-07,2.53E-07,1.41E-07,4.35E-07,1.41E-07
17437.5,4.44E-07,2.93E-07,1.60E-07,1.41E-07,-9.17E-08,1.41E-07
17445,4.44E-07,2.92E-07,6.63E-08,1.41E-07,-9.18E-08,1.41E-07
17452.5,-2.08E-08,2.92E-07,1.60E-07,1.40E-07,-9.19E-08,1.40E-07
17460,4.45E-07,2.92E-07,6.64E-08,1.40E-07,-9.20E-08,1.40E-07
17467.5,-2.09E-08,2.91E-07,1.60E-07,1.40E-07,-9.21E-08,1.40E-07
17475,-2.09E-08,2.91E-07,2.55E-07,1.40E-07,-9.21E-08,1.40E-07
17482.5,4.46E-07,2.90E-07,1.61E-07,1.40E-07,-9.22E-08,1.40E-07
17490,-2.09E-08,2.90E-07,-2.77E-08,1.39E-07,4.38E-07,1.39E-07
17497.5,-2.09E-08,2.90E-07,3.50E-07,1.39E-07,-9.24E-08,1.39E-07
17505,-2.10E-08,2.89E-07,1.61E-07,1.39E-07,-9.25E-08,1.39E-07
17512.5,4.48E-07,2.89E-07,6.68E-08,1.39E-07,9.70E-07,1.39E-07
17520,4.48E-07,2.88E-07,2.56E-07,1.39E-07,-9.26E-08,1.39E-07
17527.5,-2.10E-08,2.88E-07,-2.78E-08,1.39E-07,9.72E-07,1.39E-07
17535,4.49E-07,2.88E-07,6.69E-08,1.38E-07,-9.28E-08,1.38E-07
17542.5,4.49E-07,2.87E-07,-2.78E-08,1.38E-07,4.40E-07,1.38E-07
17550,-2.11E-08,2.87E-07,1.62E-07,1.38E-07,-9.29E-08,1.38E-07
17557.5,-2.11E-08,2.87E-07,6.71E-08,1.38E-07,-9.30E-08,1.38E-07
17565,9.22E-07,2.86E-07,2.57E-07,1.38E-07,-9.31E-08,1.38E-07
17572.5,4.51E-07,2.86E-07,2.58E-07,1.38E-07,-9.32E-08,1.38E-07
17580,-2.11E-08,2.85E-07,6.73E-08,1.37E-07,-9.32E-08,1.37E-07
17587.5,-2.12E-08,2.85E-07,1.63E-07,1.37E-07,-9.33E-08,1.37E-07
17595,-2.12E-08,2.85E-07,6.74E-08,1.37E-07,4.43E-07,1.37E-07
17602.5,9.26E-07,2.84E-07,1.63E-07,1.37E-07,-9.35E-08,1.37E-07
17610,-2.12E-08,2.84E-07,2.59E-07,1.37E-07,4.44E-07,1.37E-07
17617.5,9.27E-07,2.84E-07,1.63E-07,1.37E-07,-9.36E-08,1.37E-07
17625,9.28E-07,2.83E-07,3.55E-07,1.36E-07,4.45E-07,1.36E-07
17632.5,9.29E-07,2.83E-07,6.77E-08,1.36E-07,-9.38E-08,1.36E-07
17640,-2.13E-08,2.82E-07,2.60E-07,1.36E-07,-9.39E-08,1.36E-07
17647.5,-2.13E-08,2.82E-07,6.78E-08,1.36E-07,-9.40E-08,1.36E-07
17655,-2.13E-08,2.82E-07,1.64E-07,1.36E-07,-9.40E-08,1.36E-07
17662.5,-2.13E-08,2.81E-07,6.79E-08,1.36E-07,4.46E-07,1.36E-07
17670,-2.14E-08,2.81E-07,1.64E-07,1.35E-07,-9.42E-08,1.35E-07
17677.5,-2.14E-08,2.81E-07,6.80E-08,1.35E-07,9.89E-07,1.35E-07
17685,-2.14E-08,2.80E-07,6.81E-08,1.35E-07,4.48E-07,1.35E-07
17692.5,-2.14E-08,2.80E-07,1.65E-07,1.35E-07,-9.44E-08,1.35E-07
17700,-2.14E-08,2.79E-07,2.61E-07,1.35E-07,4.48E-07,1.35E-07
17707.5,4.58E-07,2.79E-07,-2.84E-08,1.35E-07,-9.46E-08,1.35E-07
17715,4.58E-07,2.79E-07,3.58E-07,1.34E-07,-9.47E-08,1.34E-07
17722.5,-2.15E-08,2.78E-07,4.56E-07,1.34E-07,9.94E-07,1.34E-07
17730,-2.15E-08,2.78E-07,6.84E-08,1.34E-07,4.50E-07,1.34E-07
17737.5,-2.15E-08,2.78E-07,6.85E-08,1.34E-07,4.50E-07,1.34E-07
17745,-2.15E-08,2.77E-07,2.63E-07,1.34E-07,-9.50E-08,1.34E-07
17752.5,-2.16E-08,2.77E-07,6.86E-08,1.34E-07,-9.51E-08,1.34E-07
17760,4.60E-07,2.76E-07,6.87E-08,1.33E-07,-9.52E-08,1.33E-07
17767.5,-2.16E-08,2.76E-07,3.61E-07,1.33E-07,4.52E-07,1.33E-07
17775,4.61E-07,2.76E-07,1.66E-07,1.33E-07,1.55E-06,1.33E-07
17782.5,-2.16E-08,2.75E-07,2.64E-07,1.33E-07,-9.54E-08,1.33E-07
17790,-2.16E-08,2.75E-07,3.62E-07,1.33E-07,4.53E-07,1.33E-07
17797.5,1.43E-06,2.75E-07,3.62E-07,1.33E-07,-9.56E-08,1.33E-07
17805,4.63E-07,2.74E-07,1.67E-07,1.32E-07,-9.56E-08,1.32E-07
17812.5,4.63E-07,2.74E-07,6.91E-08,1.32E-07,4.54E-07,1.32E-07
17820,-2.17E-08,2.74E-07,6.91E-08,1.32E-07,4.54E-07,1.32E-07
17827.5,-2.17E-08,2.73E-07,6.92E-08,1.32E-07,-9.59E-08,1.32E-07
17835,-2.18E-08,2.73E-07,2.65E-07,1.32E-07,1.01E-06,1.32E-07
17842.5,-2.18E-08,2.72E-07,6.93E-08,1.32E-07,-9.61E-08,1.32E-07
17850,4.65E-07,2.72E-07,-2.88E-08,1.31E-07,4.56E-07,1.31E-07
17857.5,-2.18E-08,2.72E-07,-2.88E-08,1.31E-07,-9.62E-08,1.31E-07
17865,4.66E-07,2.71E-07,2.66E-07,1.31E-07,-9.63E-08,1.31E-07
17872.5,4.66E-07,2.71E-07,-2.89E-08,1.31E-07,-9.64E-08,1.31E-07
17880,4.67E-07,2.71E-07,1.68E-07,1.31E-07,-9.65E-08,1.31E-07
17887.5,4.67E-07,2.70E-07,1.68E-07,1.31E-07,4.58E-07,1.31E-07
17895,-2.19E-08,2.70E-07,3.66E-07,1.30E-07,1.01E-06,1.30E-07
17902.5,4.68E-07,2.70E-07,6.98E-08,1.30E-07,-9.67E-08,1.30E-07
17910,-2.19E-08,2.69E-07,-2.90E-08,1.30E-07,4.59E-07,1.30E-07
17917.5,4.68E-07,2.69E-07,1.69E-07,1.30E-07,-9.69E-08,1.30E-07
17925,-2.20E-08,2.69E-07,7.00E-08,1.30E-07,-9.69E-08,1.30E-07
17932.5,-2.20E-08,2.68E-07,-2.91E-08,1.30E-07,-9.70E-08,1.30E-07
17940,-2.20E-08,2.68E-07,1.69E-07,1.29E-07,4.61E-07,1.29E-07
17947.5,-2.20E-08,2.67E-07,7.01E-08,1.29E-07,4.61E-07,1.29E-07
17955,4.70E-07,2.67E-07,-2.92E-08,1.29E-07,1.02E-06,1.29E-07
17962.5,-2.21E-08,2.67E-07,7.03E-08,1.29E-07,-9.73E-08,1.29E-07
17970,-2.21E-08,2.66E-07,2.69E-07,1.29E-07,4.62E-07,1.29E-07
17977.5,4.72E-07,2.66E-07,-2.92E-08,1.29E-07,-9.75E-08,1.29E-07
17985,9.66E-07,2.66E-07,-2.93E-08,1.29E-07,-9.76E-08,1.29E-07
17992.5,-2.21E-08,2.65E-07,2.70E-07,1.28E-07,4.63E-07,1.28E-07
18000,-2.22E-08,2.65E-07,2.70E-07,1.28E-07,4.64E-07,1.28E-07
18007.5,-2.22E-08,2.65E-07,7.06E-08,1.28E-07,-9.78E-08,1.28E-07
18015,-2.22E-08,2.64E-07,1.71E-07,1.28E-07,-9.79E-08,1.28E-07
18022.5,-2.22E-08,2.64E-07,7.07E-08,1.28E-07,-9.80E-08,1.28E-07
18030,-2.22E-08,2.64E-07,1.71E-07,1.28E-07,4.65E-07,1.28E-07
18037.5,-2.23E-08,2.63E-07,2.71E-07,1.27E-07,4.66E-07,1.27E-07
18045,-2.23E-08,2.63E-07,7.09E-08,1.27E-07,-9.82E-08,1.27E-07
18052.5,4.76E-07,2.63E-07,-2.95E-08,1.27E-07,-9.83E-08,1.27E-07
18060,-2.23E-08,2.62E-07,7.10E-08,1.27E-07,-9.84E-08,1.27E-07
18067.5,-2.23E-08,2.62E-07,1.72E-07,1.27E-07,4.67E-07,1.27E-07
18075,4.77E-07,2.62E-07,7.11E-08,1.27E-07,-9.86E-08,1.27E-07
18082.5,-2.24E-08,2.61E-07,2.73E-07,1.26E-07,-9.87E-08,1.26E-07
18090,4.78E-07,2.61E-07,1.72E-07,1.26E-07,-9.87E-08,1.26E-07
18097.5,-2.24E-08,2.60E-07,1.72E-07,1.26E-07,-9.88E-08,1.26E-07
18105,9.79E-07,2.60E-07,7.14E-08,1.26E-07,-9.89E-08,1.26E-07
18112.5,-2.24E-08,2.60E-07,2.74E-07,1.26E-07,1.04E-06,1.26E-07
18120,-2.25E-08,2.59E-07,2.74E-07,1.26E-07,1.04E-06,1.26E-07
18127.5,-2.25E-08,2.59E-07,1.73E-07,1.26E-07,-9.91E-08,1.26E-07
18135,-2.25E-08,2.59E-07,2.74E-07,1.25E-07,-9.92E-08,1.25E-07
18142.5,-2.25E-08,2.58E-07,7.17E-08,1.25E-07,-9.93E-08,1.25E-07
18150,-2.25E-08,2.58E-07,-2.98E-08,1.25E-07,-9.94E-08,1.25E-07
18157.5,4.81E-07,2.58E-07,7.18E-08,1.25E-07,-9.95E-08,1.25E-07
18165,4.82E-07,2.57E-07,7.18E-08,1.25E-07,-9.96E-08,1.25E-07
18172.5,-2.26E-08,2.57E-07,7.19E-08,1.25E-07,4.73E-07,1.25E-07
18180,4.82E-07,2.57E-07,-2.99E-08,1.24E-07,-9.97E-08,1.24E-07
18187.5,4.83E-07,2.56E-07,3.78E-07,1.24E-07,-9.98E-08,1.24E-07
18195,-2.26E-08,2.56E-07,3.78E-07,1.24E-07,4.74E-07,1.24E-07
18202.5,-2.27E-08,2.56E-07,3.79E-07,1.24E-07,-1.00E-07,1.24E-07
18210,-2.27E-08,2.55E-07,1.74E-07,1.24E-07,-1.00E-07,1.24E-07
18217.5,-2.27E-08,2.55E-07,3.79E-07,1.24E-07,-1.00E-07,1.24E-07
18225,4.85E-07,2.55E-07,7.23E-08,1.24E-07,-1.00E-07,1.24E-07
18232.5,-2.27E-08,2.54E-07,7.24E-08,1.23E-07,4.76E-07,1.23E-07
18240,-2.28E-08,2.54E-07,1.75E-07,1.23E-07,1.05E-06,1.23E-07
18247.5,-2.28E-08,2.54E-07,7.25E-08,1.23E-07,4.76E-07,1.23E-07
18255,-2.28E-08,2.53E-07,-3.01E-08,1.23E-07,1.05E-06,1.23E-07
18262.5,-2.28E-08,2.53E-07,-3.02E-08,1.23E-07,4.77E-07,1.23E-07
18270,-2.28E-08,2.53E-07,-3.02E-08,1.23E-07,-1.01E-07,1.23E-07
18277.5,-2.29E-08,2.52E-07,-3.02E-08,1.22E-07,-1.01E-07,1.22E-07
18285,4.88E-07,2.52E-07,-3.02E-08,1.22E-07,4.78E-07,1.22E-07
18292.5,4.88E-07,2.52E-07,1.76E-07,1.22E-07,4.79E-07,1.22E-07
18300,-2.29E-08,2.51E-07,7.29E-08,1.22E-07,-1.01E-07,1.22E-07
18307.5,4.89E-07,2.51E-07,-3.03E-08,1.22E-07,-1.01E-07,1.22E-07
18315,-2.29E-08,2.51E-07,7.30E-08,1.22E-07,-1.01E-07,1.22E-07
18322.5,4.90E-07,2.50E-07,1.77E-07,1.22E-07,4.80E-07,1.22E-07
18330,4.90E-07,2.50E-07,3.84E-07,1.21E-07,-1.01E-07,1.21E-07
18337.5,4.91E-07,2.50E-07,-3.04E-08,1.21E-07,-1.01E-07,1.21E-07
18345,-2.30E-08,2.49E-07,7.33E-08,1.21E-07,-1.02E-07,1.21E-07
18352.5,4.92E-07,2.49E-07,1.77E-07,1.21E-07,-1.02E-07,1.21E-07
18360,-2.31E-08,2.49E-07,2.81E-07,1.21E-07,-1.02E-07,1.21E-07
18367.5,-2.31E-08,2.48E-07,-3.05E-08,1.21E-07,-1.02E-07,1.21E-07
18375,4.93E-07,2.48E-07,7.35E-08,1.21E-07,-1.02E-07,1.21E-07
18382.5,-2.31E-08,2.48E-07,7.36E-08,1.20E-07,-1.02E-07,1.20E-07
18390,4.94E-07,2.47E-07,1.78E-07,1.20E-07,4.84E-07,1.20E-07
18397.5,-2.32E-08,2.47E-07,7.37E-08,1.20E-07,-1.02E-07,1.20E-07
18405,-2.32E-08,2.47E-07,2.83E-07,1.20E-07,4.85E-07,1.20E-07
18412.5,-2.32E-08,2.46E-07,2.83E-07,1.20E-07,1.07E-06,1.20E-07
18420,-2.32E-08,2.46E-07,7.39E-08,1.20E-07,4.86E-07,1.20E-07
18427.5,1.01E-06,2.46E-07,7.39E-08,1.19E-07,-1.02E-07,1.19E-07
18435,1.02E-06,2.46E-07,7.40E-08,1.19E-07,-1.03E-07,1.19E-07
18442.5,-2.33E-08,2.45E-07,2.84E-07,1.19E-07,-1.03E-07,1.19E-07
18450,-2.33E-08,2.45E-07,2.84E-07,1.19E-07,-1.03E-07,1.19E-07
18457.5,-2.33E-08,2.45E-07,7.42E-08,1.19E-07,-1.03E-07,1.19E-07
18465,-2.33E-08,2.44E-07,7.42E-08,1.19E-07,-1.03E-07,1.19E-07
18472.5,-2.33E-08,2.44E-07,-3.09E-08,1.19E-07,4.88E-07,1.19E-07
18480,-2.34E-08,2.44E-07,1.80E-07,1.18E-07,1.08E-06,1.18E-07
18487.5,-2.34E-08,2.43E-07,1.80E-07,1.18E-07,4.89E-07,1.18E-07
18495,-2.34E-08,2.43E-07,7.45E-08,1.18E-07,-1.03E-07,1.18E-07
18502.5,-2.34E-08,2.43E-07,-3.10E-08,1.18E-07,4.90E-07,1.18E-07
18510,-2.34E-08,2.42E-07,1.80E-07,1.18E-07,4.90E-07,1.18E-07
18517.5,1.02E-06,2.42E-07,7.47E-08,1.18E-07,4.91E-07,1.18E-07
18525,5.01E-07,2.42E-07,1.80E-07,1.18E-07,1.09E-06,1.18E-07
18532.5,-2.35E-08,2.41E-07,7.48E-08,1.17E-07,-1.04E-07,1.17E-07
18540,-2.35E-08,2.41E-07,-3.11E-08,1.17E-07,4.92E-07,1.17E-07
18547.5,5.02E-07,2.41E-07,-3.11E-08,1.17E-07,-1.04E-07,1.17E-07
18555,-2.36E-08,2.40E-07,1.81E-07,1.17E-07,-1.04E-07,1.17E-07
18562.5,-2.36E-08,2.40E-07,-3.12E-08,1.17E-07,4.93E-07,1.17E-07
18570,-2.36E-08,2.40E-07,2.88E-07,1.17E-07,-1.04E-07,1.17E-07
18577.5,-2.36E-08,2.39E-07,1.82E-07,1.17E-07,-1.04E-07,1.17E-07
18585,-2.36E-08,2.39E-07,7.52E-08,1.16E-07,-1.04E-07,1.16E-07
18592.5,-2.36E-08,2.39E-07,-3.13E-08,1.16E-07,-1.04E-07,1.16E-07
18600,5.05E-07,2.39E-07,7.53E-08,1.16E-07,-1.04E-07,1.16E-07
18607.5,-2.37E-08,2.38E-07,3.96E-07,1.16E-07,4.95E-07,1.16E-07
18615,-2.37E-08,2.38E-07,2.89E-07,1.16E-07,4.96E-07,1.16E-07
18622.5,5.06E-07,2.38E-07,1.82E-07,1.16E-07,-1.05E-07,1.16E-07
18630,-2.37E-08,2.37E-07,7.56E-08,1.16E-07,4.97E-07,1.16E-07
18637.5,-2.38E-08,2.37E-07,7.56E-08,1.15E-07,4.97E-07,1.15E-07
18645,-2.38E-08,2.37E-07,2.90E-07,1.15E-07,4.97E-07,1.15E-07
18652.5,5.08E-07,2.36E-07,7.58E-08,1.15E-07,-1.05E-07,1.15E-07
18660,-2.38E-08,2.36E-07,1.83E-07,1.15E-07,-1.05E-07,1.15E-07
18667.5,-2.38E-08,2.36E-07,7.59E-08,1.15E-07,-1.05E-07,1.15E-07
18675,-2.39E-08,2.35E-07,7.59E-08,1.15E-07,4.99E-07,1.15E-07
18682.5,-2.39E-08,2.35E-07,2.91E-07,1.15E-07,-1.05E-07,1.15E-07
18690,5.10E-07,2.35E-07,1.84E-07,1.14E-07,-1.05E-07,1.14E-07
18697.5,-2.39E-08,2.34E-07,7.61E-08,1.14E-07,-1.05E-07,1.14E-07
18705,-2.39E-08,2.34E-07,-3.17E-08,1.14E-07,-1.06E-07,1.14E-07
18712.5,-2.40E-08,2.34E-07,-3.17E-08,1.14E-07,-1.06E-07,1.14E-07
18720,5.11E-07,2.34E-07,7.63E-08,1.14E-07,-1.06E-07,1.14E-07
18727.5,5.12E-07,2.33E-07,7.64E-08,1.14E-07,-1.06E-07,1.14E-07
18735,-2.40E-08,2.33E-07,7.64E-08,1.14E-07,-1.06E-07,1.14E-07
18742.5,5.13E-07,2.33E-07,-3.18E-08,1.13E-07,-1.06E-07,1.13E-07
18750,-2.40E-08,2.32E-07,-3.18E-08,1.13E-07,-1.06E-07,1.13E-07
18757.5,-2.41E-08,2.32E-07,7.66E-08,1.13E-07,-1.06E-07,1.13E-07
18765,1.05E-06,2.32E-07,7.67E-08,1.13E-07,-1.06E-07,1.13E-07
18772.5,-2.41E-08,2.31E-07,1.85E-07,1.13E-07,1.11E-06,1.13E-07
18780,5.15E-07,2.31E-07,-3.19E-08,1.13E-07,1.12E-06,1.13E-07
18787.5,-2.41E-08,2.31E-07,-3.19E-08,1.13E-07,-1.06E-07,1.13E-07
18795,1.06E-06,2.31E-07,1.86E-07,1.12E-07,-1.07E-07,1.12E-07
18802.5,-2.42E-08,2.30E-07,-3.20E-08,1.12E-07,5.06E-07,1.12E-07
18810,-2.42E-08,2.30E-07,-3.20E-08,1.12E-07,-1.07E-07,1.12E-07
18817.5,-2.42E-08,2.30E-07,-3.20E-08,1.12E-07,5.07E-07,1.12E-07
18825,-2.42E-08,2.29E-07,-3.21E-08,1.12E-07,-1.07E-07,1.12E-07
18832.5,-2.43E-08,2.29E-07,7.72E-08,1.12E-07,-1.07E-07,1.12E-07
18840,5.18E-07,2.29E-07,2.96E-07,1.12E-07,5.08E-07,1.12E-07
18847.5,-2.43E-08,2.28E-07,7.73E-08,1.12E-07,5.08E-07,1.12E-07
18855,-2.43E-08,2.28E-07,-3.22E-08,1.11E-07,5.09E-07,1.11E-07
18862.5,-2.43E-08,2.28E-07,2.97E-07,1.11E-07,1.13E-06,1.11E-07
18870,-2.44E-08,2.28E-07,7.75E-08,1.11E-07,-1.07E-07,1.11E-07
18877.5,1.06E-06,2.27E-07,7.76E-08,1.11E-07,5.10E-07,1.11E-07
18885,-2.44E-08,2.27E-07,7.77E-08,1.11E-07,-1.08E-07,1.11E-07
18892.5,-2.44E-08,2.27E-07,2.98E-07,1.11E-07,-1.08E-07,1.11E-07
18900,-2.44E-08,2.26E-07,-3.23E-08,1.11E-07,-1.08E-07,1.11E-07
18907.5,5.22E-07,2.26E-07,1.88E-07,1.10E-07,-1.08E-07,1.10E-07
18915,-2.45E-08,2.26E-07,1.88E-07,1.10E-07,-1.08E-07,1.10E-07
18922.5,5.23E-07,2.25E-07,-3.24E-08,1.10E-07,-1.08E-07,1.10E-07
18930,1.07E-06,2.25E-07,4.09E-07,1.10E-07,-1.08E-07,1.10E-07
18937.5,-2.45E-08,2.25E-07,1.89E-07,1.10E-07,-1.08E-07,1.10E-07
18945,-2.46E-08,2.25E-07,2.99E-07,1.10E-07,5.14E-07,1.10E-07
18952.5,-2.46E-08,2.24E-07,5.21E-07,1.10E-07,-1.08E-07,1.10E-07
18960,-2.46E-08,2.24E-07,3.00E-07,1.09E-07,-1.08E-07,1.09E-07
